"","observed","shannon","simperson","invsimperson","chao1","chao2","evenness","Gini"
"77",0,0,1,Inf,0,0,NA,NA
"109",0,0,1,Inf,0,0,NA,NA
"63",0,0,1,Inf,0,0,NA,NA
"212",0,0,1,Inf,0,0,NA,NA
"115",0,0,1,Inf,0,0,NA,NA
"111",0,0,1,Inf,0,0,NA,NA
"176",0,0,1,Inf,0,0,NA,NA
"106",0,0,1,Inf,0,0,NA,NA
"191",0,0,1,Inf,0,0,NA,NA
"80",0,0,1,Inf,0,0,NA,NA
"311",0,0,1,Inf,0,0,NA,NA
"62",0,0,1,Inf,0,0,NA,NA
"217",0,0,1,Inf,0,0,NA,NA
"102",0,0,1,Inf,0,0,NA,NA
"205",0,0,1,Inf,0,0,NA,NA
"130",0,0,1,Inf,0,0,NA,NA
"153",0,0,1,Inf,0,0,NA,NA
"169",0,0,1,Inf,0,0,NA,NA
"68",0,0,1,Inf,0,0,NA,NA
"222",0,0,1,Inf,0,0,NA,NA
"134",0,0,1,Inf,0,0,NA,NA
"231",0,0,1,Inf,0,0,NA,NA
"244",0,0,1,Inf,0,0,NA,NA
"223",0,0,1,Inf,0,0,NA,NA
"271",0,0,1,Inf,0,0,NA,NA
"171",0,0,1,Inf,0,0,NA,NA
"269",0,0,1,Inf,0,0,NA,NA
"94",0,0,1,Inf,0,0,NA,NA
"272",0,0,1,Inf,0,0,NA,NA
"188",0,0,1,Inf,0,0,NA,NA
"65",0,0,1,Inf,0,0,NA,NA
"221",0,0,1,Inf,0,0,NA,NA
"131",0,0,1,Inf,0,0,NA,NA
"79",0,0,1,Inf,0,0,NA,NA
"145",0,0,1,Inf,0,0,NA,NA
"141",0,0,1,Inf,0,0,NA,NA
"110",0,0,1,Inf,0,0,NA,NA
"91",0,0,1,Inf,0,0,NA,NA
"150",0,0,1,Inf,0,0,NA,NA
"107",0,0,1,Inf,0,0,NA,NA
"237",0,0,1,Inf,0,0,NA,NA
"73",0,0,1,Inf,0,0,NA,NA
"84",0,0,1,Inf,0,0,NA,NA
"258",0,0,1,Inf,0,0,NA,NA
"158",0,0,1,Inf,0,0,NA,NA
"178",0,0,1,Inf,0,0,NA,NA
"78",0,0,1,Inf,0,0,NA,NA
"177",0,0,1,Inf,0,0,NA,NA
"148",0,0,1,Inf,0,0,NA,NA
"74",0,0,1,Inf,0,0,NA,NA
"301",0,0,1,Inf,0,0,NA,NA
"182",0,0,1,Inf,0,0,NA,NA
"263",0,0,1,Inf,0,0,NA,NA
"289",0,0,1,Inf,0,0,NA,NA
"174",0,0,1,Inf,0,0,NA,NA
"140",0,0,1,Inf,0,0,NA,NA
"197",0,0,1,Inf,0,0,NA,NA
"66",0,0,1,Inf,0,0,NA,NA
"313",0,0,1,Inf,0,0,NA,NA
"135",0,0,1,Inf,0,0,NA,NA
"189",0,0,1,Inf,0,0,NA,NA
"213",0,0,1,Inf,0,0,NA,NA
"82",0,0,1,Inf,0,0,NA,NA
"175",0,0,1,Inf,0,0,NA,NA
"85",0,0,1,Inf,0,0,NA,NA
"97",0,0,1,Inf,0,0,NA,NA
"296",0,0,1,Inf,0,0,NA,NA
"105",0,0,1,Inf,0,0,NA,NA
"206",0,0,1,Inf,0,0,NA,NA
"121",0,0,1,Inf,0,0,NA,NA
"181",0,0,1,Inf,0,0,NA,NA
"83",0,0,1,Inf,0,0,NA,NA
"226",0,0,1,Inf,0,0,NA,NA
"216",0,0,1,Inf,0,0,NA,NA
"137",0,0,1,Inf,0,0,NA,NA
"123",0,0,1,Inf,0,0,NA,NA
"273",0,0,1,Inf,0,0,NA,NA
"246",0,0,1,Inf,0,0,NA,NA
"233",0,0,1,Inf,0,0,NA,NA
"220",0,0,1,Inf,0,0,NA,NA
"147",0,0,1,Inf,0,0,NA,NA
"155",0,0,1,Inf,0,0,NA,NA
"203",0,0,1,Inf,0,0,NA,NA
"236",0,0,1,Inf,0,0,NA,NA
"239",0,0,1,Inf,0,0,NA,NA
"194",0,0,1,Inf,0,0,NA,NA
"200",0,0,1,Inf,0,0,NA,NA
"196",0,0,1,Inf,0,0,NA,NA
"95",0,0,1,Inf,0,0,NA,NA
"61",0,0,1,Inf,0,0,NA,NA
"204",0,0,1,Inf,0,0,NA,NA
"165",0,0,1,Inf,0,0,NA,NA
"101",0,0,1,Inf,0,0,NA,NA
"201",0,0,1,Inf,0,0,NA,NA
"112",0,0,1,Inf,0,0,NA,NA
"118",0,0,1,Inf,0,0,NA,NA
"187",0,0,1,Inf,0,0,NA,NA
"295",0,0,1,Inf,0,0,NA,NA
"276",0,0,1,Inf,0,0,NA,NA
"166",0,0,1,Inf,0,0,NA,NA
"160",0,0,1,Inf,0,0,NA,NA
"142",0,0,1,Inf,0,0,NA,NA
"71",0,0,1,Inf,0,0,NA,NA
"180",0,0,1,Inf,0,0,NA,NA
"90",1,0,0,1,1,1,0,0.666666666666667
"195",0,0,1,Inf,0,0,NA,NA
"300",0,0,1,Inf,0,0,NA,NA
"256",0,0,1,Inf,0,0,NA,NA
"228",0,0,1,Inf,0,0,NA,NA
"288",0,0,1,Inf,0,0,NA,NA
"75",0,0,1,Inf,0,0,NA,NA
"255",0,0,1,Inf,0,0,NA,NA
"286",0,0,1,Inf,0,0,NA,NA
"224",1,0,0,1,1,1,0,0.666666666666667
"207",1,0,0,1,1,1,0,0.666666666666667
"254",1,0,0,1,1,1,0,0.666666666666667
"268",1,0,0,1,1,1,0,0.666666666666667
"219",0,0,1,Inf,0,0,NA,NA
"261",1,0,0,1,1,1,0,0.666666666666667
"99",0,0,1,Inf,0,0,NA,NA
"192",0,0,1,Inf,0,0,NA,NA
"279",0,0,1,Inf,0,0,NA,NA
"159",0,0,1,Inf,0,0,NA,NA
"278",0,0,1,Inf,0,0,NA,NA
"129",0,0,1,Inf,0,0,NA,NA
"306",0,0,1,Inf,0,0,NA,NA
"225",0,0,1,Inf,0,0,NA,NA
"257",0,0,1,Inf,0,0,NA,NA
"262",1,0,0,1,1,1,0,0.666666666666667
"232",1,0,0,1,1,1,0,0.666666666666667
"230",1,0,0,1,1,1,0,0.666666666666667
"235",1,0,0,1,1,1,0,0.666666666666667
"64",0,0,1,Inf,0,0,NA,NA
"307",0,0,1,Inf,0,0,NA,NA
"266",1,0,0,1,1,1,0,0.666666666666667
"133",0,0,1,Inf,0,0,NA,NA
"249",1,0,0,1,1,1,0,0.666666666666667
"139",0,0,1,Inf,0,0,NA,NA
"87",1,0,0,1,1,1,0,0.666666666666667
"211",0,0,1,Inf,0,0,NA,NA
"162",0,0,1,Inf,0,0,NA,NA
"245",1,0,0,1,1,1,0,0.666666666666667
"210",0,0,1,Inf,0,0,NA,NA
"251",1,0,0,1,1,1,0,0.666666666666667
"248",0,0,1,Inf,0,0,NA,NA
"287",0,0,1,Inf,0,0,NA,NA
"241",0,0,1,Inf,0,0,NA,NA
"259",0,0,1,Inf,0,0,NA,NA
"253",0,0,1,Inf,0,0,NA,NA
"146",0,0,1,Inf,0,0,NA,NA
"252",0,0,1,Inf,0,0,NA,NA
"202",0,0,1,Inf,0,0,NA,NA
"284",0,0,1,Inf,0,0,NA,NA
"250",0,0,1,Inf,0,0,NA,NA
"122",0,0,1,Inf,0,0,NA,NA
"167",0,0,1,Inf,0,0,NA,NA
"215",0,0,1,Inf,0,0,NA,NA
"302",0,0,1,Inf,0,0,NA,NA
"209",0,0,1,Inf,0,0,NA,NA
"184",0,0,1,Inf,0,0,NA,NA
"275",0,0,1,Inf,0,0,NA,NA
"81",0,0,1,Inf,0,0,NA,NA
"238",0,0,1,Inf,0,0,NA,NA
"294",0,0,1,Inf,0,0,NA,NA
"281",0,0,1,Inf,0,0,NA,NA
"305",0,0,1,Inf,0,0,NA,NA
"172",0,0,1,Inf,0,0,NA,NA
"291",0,0,1,Inf,0,0,NA,NA
"163",0,0,1,Inf,0,0,NA,NA
"277",0,0,1,Inf,0,0,NA,NA
"303",0,0,1,Inf,0,0,NA,NA
"290",0,0,1,Inf,0,0,NA,NA
"93",0,0,1,Inf,0,0,NA,NA
"292",0,0,1,Inf,0,0,NA,NA
"309",0,0,1,Inf,0,0,NA,NA
"280",0,0,1,Inf,0,0,NA,NA
"260",0,0,1,Inf,0,0,NA,NA
"183",0,0,1,Inf,0,0,NA,NA
"267",0,0,1,Inf,0,0,NA,NA
"265",0,0,1,Inf,0,0,NA,NA
"214",0,0,1,Inf,0,0,NA,NA
"283",0,0,1,Inf,0,0,NA,NA
"198",0,0,1,Inf,0,0,NA,NA
"96",0,0,1,Inf,0,0,NA,NA
"312",0,0,1,Inf,0,0,NA,NA
"152",0,0,1,Inf,0,0,NA,NA
"298",0,0,1,Inf,0,0,NA,NA
"185",0,0,1,Inf,0,0,NA,NA
"70",0,0,1,Inf,0,0,NA,NA
"67",0,0,1,Inf,0,0,NA,NA
"116",0,0,1,Inf,0,0,NA,NA
"270",0,0,1,Inf,0,0,NA,NA
"264",0,0,1,Inf,0,0,NA,NA
"126",0,0,1,Inf,0,0,NA,NA
"144",0,0,1,Inf,0,0,NA,NA
"88",0,0,1,Inf,0,0,NA,NA
"193",0,0,1,Inf,0,0,NA,NA
"157",0,0,1,Inf,0,0,NA,NA
"208",0,0,1,Inf,0,0,NA,NA
"173",0,0,1,Inf,0,0,NA,NA
"108",0,0,1,Inf,0,0,NA,NA
"124",0,0,1,Inf,0,0,NA,NA
"119",0,0,1,Inf,0,0,NA,NA
"104",0,0,1,Inf,0,0,NA,NA
"117",0,0,1,Inf,0,0,NA,NA
"227",0,0,1,Inf,0,0,NA,NA
"243",0,0,1,Inf,0,0,NA,NA
"297",0,0,1,Inf,0,0,NA,NA
"247",0,0,1,Inf,0,0,NA,NA
"113",0,0,1,Inf,0,0,NA,NA
"143",0,0,1,Inf,0,0,NA,NA
"149",0,0,1,Inf,0,0,NA,NA
"72",0,0,1,Inf,0,0,NA,NA
"179",0,0,1,Inf,0,0,NA,NA
"100",0,0,1,Inf,0,0,NA,NA
"282",0,0,1,Inf,0,0,NA,NA
"293",0,0,1,Inf,0,0,NA,NA
"234",0,0,1,Inf,0,0,NA,NA
"120",0,0,1,Inf,0,0,NA,NA
"285",0,0,1,Inf,0,0,NA,NA
"164",0,0,1,Inf,0,0,NA,NA
"76",0,0,1,Inf,0,0,NA,NA
"240",0,0,1,Inf,0,0,NA,NA
"151",0,0,1,Inf,0,0,NA,NA
"114",0,0,1,Inf,0,0,NA,NA
"156",0,0,1,Inf,0,0,NA,NA
"242",0,0,1,Inf,0,0,NA,NA
"132",0,0,1,Inf,0,0,NA,NA
"308",0,0,1,Inf,0,0,NA,NA
"154",0,0,1,Inf,0,0,NA,NA
"168",0,0,1,Inf,0,0,NA,NA
"274",0,0,1,Inf,0,0,NA,NA
"138",0,0,1,Inf,0,0,NA,NA
"161",0,0,1,Inf,0,0,NA,NA
"98",0,0,1,Inf,0,0,NA,NA
"229",0,0,1,Inf,0,0,NA,NA
"89",0,0,1,Inf,0,0,NA,NA
"92",0,0,1,Inf,0,0,NA,NA
"310",0,0,1,Inf,0,0,NA,NA
"304",0,0,1,Inf,0,0,NA,NA
"299",0,0,1,Inf,0,0,NA,NA
"69",0,0,1,Inf,0,0,NA,NA
"127",0,0,1,Inf,0,0,NA,NA
"136",0,0,1,Inf,0,0,NA,NA
"218",0,0,1,Inf,0,0,NA,NA
"86",0,0,1,Inf,0,0,NA,NA
"128",0,0,1,Inf,0,0,NA,NA
"199",0,0,1,Inf,0,0,NA,NA
"186",0,0,1,Inf,0,0,NA,NA
"103",0,0,1,Inf,0,0,NA,NA
"190",0,0,1,Inf,0,0,NA,NA
"170",0,0,1,Inf,0,0,NA,NA
"125",0,0,1,Inf,0,0,NA,NA
"315",1,0,0,1,1,1,0,0.666666666666667
"314",1,0,0,1,1,1,0,0.666666666666667
